Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
26 May 2023, 1.0751, 150.24, 1.9558, 23.648, 7.4489, 0.86813, 371.61, 4.5354, 4.9572, 11.5280, 0.9707, 149.50, 11.8218, 21.5340, 1.6439, 5.3878, 1.4630, 7.5874, 8.4230, 16085.65, 4.0180, 88.8049, 1425.46, 19.0690, 4.9465, 1.7656, 60.011, 1.4520, 37.263, 21.0148, 
