Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
23 May 2023, 1.0779, 149.20, 1.9558, 23.681, 7.4475, 0.86993, 376.45, 4.5018, 4.9720, 11.4494, 0.9718, 151.30, 11.7920, 21.3993, 1.6282, 5.3649, 1.4571, 7.6039, 8.4480, 16043.23, 3.9756, 89.2675, 1422.75, 19.3225, 4.9260, 1.7246, 60.052, 1.4527, 37.435, 20.7920, 
